Date_from;Date_to;KROPPAN BRU;MOHOLTLIA;SELSBAKK;MOHOLT RAMPE 2;Jonsvannsveien vest for Steinanvegen
15.10.2019 11:00;15.10.2019 12:00;2594;1210;436;157;586
15.10.2019 12:00;15.10.2019 13:00;2678;1244;456;162;597
15.10.2019 13:00;15.10.2019 14:00;2890;1297;487;165;625
15.10.2019 14:00;15.10.2019 15:00;3561;1507;665;206;771
15.10.2019 15:00;15.10.2019 16:00;5299;3098;836;356;1319
15.10.2019 16:00;15.10.2019 17:00;4424;2274;651;378;1210
15.10.2019 17:00;15.10.2019 18:00;3026;1418;572;194;838
15.10.2019 18:00;15.10.2019 19:00;2746;1370;479;206;851
15.10.2019 19:00;15.10.2019 20:00;2368;1135;452;175;713
15.10.2019 20:00;15.10.2019 21:00;2082;972;386;135;597
15.10.2019 21:00;15.10.2019 22:00;1464;595;287;97;323
15.10.2019 22:00;15.10.2019 23:00;1044;447;222;63;261
15.10.2019 23:00;16.10.2019 00:00;573;229;90;22;118
16.10.2019 00:00;16.10.2019 01:00;175;74;28;8;34
16.10.2019 01:00;16.10.2019 02:00;102;39;14;4;17
16.10.2019 02:00;16.10.2019 03:00;69;21;16;4;14
16.10.2019 03:00;16.10.2019 04:00;84;34;19;2;12
16.10.2019 04:00;16.10.2019 05:00;155;78;21;7;28
16.10.2019 05:00;16.10.2019 06:00;524;314;80;11;53
16.10.2019 06:00;16.10.2019 07:00;2730;1353;417;51;334
16.10.2019 07:00;16.10.2019 08:00;4558;2552;698;191;972
16.10.2019 08:00;16.10.2019 09:00;3824;2048;517;209;866
16.10.2019 09:00;16.10.2019 10:00;2469;1187;344;109;549
16.10.2019 10:00;16.10.2019 11:00;2414;1104;386;131;539
16.10.2019 11:00;16.10.2019 12:00;2579;1229;399;164;580
16.10.2019 12:00;16.10.2019 13:00;2732;1278;438;159;660
16.10.2019 13:00;16.10.2019 14:00;2830;1222;485;151;648
16.10.2019 14:00;16.10.2019 15:00;3620;1617;669;194;842
16.10.2019 15:00;16.10.2019 16:00;5421;3039;833;278;1260
16.10.2019 16:00;16.10.2019 17:00;4377;2214;702;257;1227
16.10.2019 17:00;16.10.2019 18:00;3302;1521;565;225;904
16.10.2019 18:00;16.10.2019 19:00;2783;1373;557;177;793
16.10.2019 19:00;16.10.2019 20:00;2498;1166;447;202;692
16.10.2019 20:00;16.10.2019 21:00;1981;933;331;148;565
16.10.2019 21:00;16.10.2019 22:00;1613;682;316;121;417
16.10.2019 22:00;16.10.2019 23:00;1107;490;210;62;291
16.10.2019 23:00;17.10.2019 00:00;495;189;99;30;119
17.10.2019 00:00;17.10.2019 01:00;220;77;36;8;43
17.10.2019 01:00;17.10.2019 02:00;113;31;21;0;13
17.10.2019 02:00;17.10.2019 03:00;86;18;14;0;16
17.10.2019 03:00;17.10.2019 04:00;95;38;20;1;20
17.10.2019 04:00;17.10.2019 05:00;155;89;20;2;20
17.10.2019 05:00;17.10.2019 06:00;532;317;82;15;51
17.10.2019 06:00;17.10.2019 07:00;2750;1314;443;62;369
17.10.2019 07:00;17.10.2019 08:00;4703;2595;579;209;979
17.10.2019 08:00;17.10.2019 09:00;3864;2196;503;219;971
17.10.2019 09:00;17.10.2019 10:00;2498;1310;393;113;518
17.10.2019 10:00;17.10.2019 11:00;2489;1182;415;123;525
17.10.2019 11:00;17.10.2019 12:00;2790;1339;439;155;615
17.10.2019 12:00;17.10.2019 13:00;2837;1299;472;175;620
17.10.2019 13:00;17.10.2019 14:00;3113;1358;513;176;670
17.10.2019 14:00;17.10.2019 15:00;3676;1670;683;223;770
17.10.2019 15:00;17.10.2019 16:00;5184;2992;820;357;1222
17.10.2019 16:00;17.10.2019 17:00;4555;2657;689;409;1312
17.10.2019 17:00;17.10.2019 18:00;3316;1618;644;195;899
17.10.2019 18:00;17.10.2019 19:00;2997;1447;518;222;832
17.10.2019 19:00;17.10.2019 20:00;2611;1174;492;212;744
17.10.2019 20:00;17.10.2019 21:00;2080;900;372;160;539
17.10.2019 21:00;17.10.2019 22:00;1599;716;281;106;444
17.10.2019 22:00;17.10.2019 23:00;684;430;241;63;282
17.10.2019 23:00;18.10.2019 00:00;365;197;99;36;146
18.10.2019 00:00;18.10.2019 01:00;109;79;49;13;51
18.10.2019 01:00;18.10.2019 02:00;78;51;27;6;31
18.10.2019 02:00;18.10.2019 03:00;65;21;16;2;22
18.10.2019 03:00;18.10.2019 04:00;96;35;17;2;15
18.10.2019 04:00;18.10.2019 05:00;150;84;31;6;17
18.10.2019 05:00;18.10.2019 06:00;525;289;86;19;62
18.10.2019 06:00;18.10.2019 07:00;2638;1284;361;37;341
18.10.2019 07:00;18.10.2019 08:00;4558;2596;691;218;900
18.10.2019 08:00;18.10.2019 09:00;3463;1976;495;192;857
18.10.2019 09:00;18.10.2019 10:00;2589;1236;395;128;516
18.10.2019 10:00;18.10.2019 11:00;2664;1297;440;153;574
18.10.2019 11:00;18.10.2019 12:00;2998;1476;484;161;626
18.10.2019 12:00;18.10.2019 13:00;3202;1517;542;198;697
18.10.2019 13:00;18.10.2019 14:00;3551;1566;608;188;739
18.10.2019 14:00;18.10.2019 15:00;4403;1900;788;248;924
18.10.2019 15:00;18.10.2019 16:00;5507;3050;790;300;1280
18.10.2019 16:00;18.10.2019 17:00;4267;2133;704;257;1128
18.10.2019 17:00;18.10.2019 18:00;3175;1415;489;240;807
18.10.2019 18:00;18.10.2019 19:00;2446;1100;428;174;641
18.10.2019 19:00;18.10.2019 20:00;1980;840;332;152;525
18.10.2019 20:00;18.10.2019 21:00;1524;601;265;94;336
18.10.2019 21:00;18.10.2019 22:00;1261;498;218;66;249
18.10.2019 22:00;18.10.2019 23:00;925;363;178;51;214
18.10.2019 23:00;19.10.2019 00:00;829;260;120;39;186
19.10.2019 00:00;19.10.2019 01:00;535;161;90;27;116
19.10.2019 01:00;19.10.2019 02:00;392;107;64;13;89
19.10.2019 02:00;19.10.2019 03:00;322;44;57;8;58
19.10.2019 03:00;19.10.2019 04:00;223;51;50;5;47
19.10.2019 04:00;19.10.2019 05:00;168;80;15;8;27
19.10.2019 05:00;19.10.2019 06:00;194;97;22;13;27
19.10.2019 06:00;19.10.2019 07:00;295;115;64;13;47
19.10.2019 07:00;19.10.2019 08:00;568;280;113;22;111
19.10.2019 08:00;19.10.2019 09:00;985;375;152;30;188
19.10.2019 09:00;19.10.2019 10:00;1463;680;215;60;339
19.10.2019 10:00;19.10.2019 11:00;2055;975;372;85;405
19.10.2019 11:00;19.10.2019 12:00;2735;1355;496;155;640
19.10.2019 12:00;19.10.2019 13:00;3135;1578;492;188;697
19.10.2019 13:00;19.10.2019 14:00;3181;1451;510;231;744
19.10.2019 14:00;19.10.2019 15:00;3292;1505;582;227;816
19.10.2019 15:00;19.10.2019 16:00;3149;1318;591;221;820
19.10.2019 16:00;19.10.2019 17:00;2911;1248;498;241;789
19.10.2019 17:00;19.10.2019 18:00;2786;1154;499;196;776
19.10.2019 18:00;19.10.2019 19:00;2286;1023;395;177;622
19.10.2019 19:00;19.10.2019 20:00;1511;649;297;111;394
19.10.2019 20:00;19.10.2019 21:00;1219;465;208;73;279
19.10.2019 21:00;19.10.2019 22:00;998;352;173;46;199
19.10.2019 22:00;19.10.2019 23:00;835;301;143;46;194
19.10.2019 23:00;20.10.2019 00:00;730;238;130;36;164
20.10.2019 00:00;20.10.2019 01:00;613;208;127;25;166
20.10.2019 01:00;20.10.2019 02:00;547;187;89;16;150
20.10.2019 02:00;20.10.2019 03:00;436;117;97;17;110
20.10.2019 03:00;20.10.2019 04:00;316;75;71;14;76
20.10.2019 04:00;20.10.2019 05:00;198;58;33;3;35
20.10.2019 05:00;20.10.2019 06:00;129;53;26;5;20
20.10.2019 06:00;20.10.2019 07:00;228;70;40;2;23
20.10.2019 07:00;20.10.2019 08:00;397;183;75;13;84
20.10.2019 08:00;20.10.2019 09:00;448;190;82;21;104
20.10.2019 09:00;20.10.2019 10:00;731;357;164;22;160
20.10.2019 10:00;20.10.2019 11:00;1229;605;243;83;379
20.10.2019 11:00;20.10.2019 12:00;1639;855;369;101;575
20.10.2019 12:00;20.10.2019 13:00;2162;1025;428;116;753
20.10.2019 13:00;20.10.2019 14:00;2212;1066;444;141;800
20.10.2019 14:00;20.10.2019 15:00;2616;1253;537;168;817
20.10.2019 15:00;20.10.2019 16:00;2880;1425;579;176;882
20.10.2019 16:00;20.10.2019 17:00;2959;1496;543;178;837
20.10.2019 17:00;20.10.2019 18:00;2841;1442;473;171;787
20.10.2019 18:00;20.10.2019 19:00;2607;1267;404;150;680
20.10.2019 19:00;20.10.2019 20:00;2408;1100;406;149;630
20.10.2019 20:00;20.10.2019 21:00;1904;889;331;116;489
20.10.2019 21:00;20.10.2019 22:00;1380;624;262;79;332
20.10.2019 22:00;20.10.2019 23:00;868;397;157;38;203
20.10.2019 23:00;21.10.2019 00:00;455;160;83;29;92
21.10.2019 00:00;21.10.2019 01:00;187;96;33;16;43
21.10.2019 01:00;21.10.2019 02:00;115;50;24;4;18
21.10.2019 02:00;21.10.2019 03:00;77;27;12;5;15
21.10.2019 03:00;21.10.2019 04:00;76;35;15;3;14
21.10.2019 04:00;21.10.2019 05:00;185;89;36;4;29
21.10.2019 05:00;21.10.2019 06:00;625;351;100;13;56
21.10.2019 06:00;21.10.2019 07:00;2942;1442;461;58;369
21.10.2019 07:00;21.10.2019 08:00;4671;2662;684;207;982
21.10.2019 08:00;21.10.2019 09:00;3899;2157;481;195;895
21.10.2019 09:00;21.10.2019 10:00;2591;1258;415;108;527
21.10.2019 10:00;21.10.2019 11:00;2546;1228;454;145;578
21.10.2019 11:00;21.10.2019 12:00;2715;1237;439;177;605
21.10.2019 12:00;21.10.2019 13:00;2710;1294;447;147;608
21.10.2019 13:00;21.10.2019 14:00;2946;1328;501;144;612
21.10.2019 14:00;21.10.2019 15:00;3720;1662;647;196;818
21.10.2019 15:00;21.10.2019 16:00;5307;2669;837;264;1279
21.10.2019 16:00;21.10.2019 17:00;4356;2202;656;259;1115
21.10.2019 17:00;21.10.2019 18:00;2782;1367;530;197;832
21.10.2019 18:00;21.10.2019 19:00;2534;1266;449;185;738
21.10.2019 19:00;21.10.2019 20:00;1974;964;421;165;675
21.10.2019 20:00;21.10.2019 21:00;1692;782;353;127;529
21.10.2019 21:00;21.10.2019 22:00;1362;608;280;94;395
21.10.2019 22:00;21.10.2019 23:00;853;375;172;53;243
21.10.2019 23:00;22.10.2019 00:00;409;168;99;28;112
22.10.2019 00:00;22.10.2019 01:00;147;57;26;4;32
22.10.2019 01:00;22.10.2019 02:00;102;37;20;5;12
22.10.2019 02:00;22.10.2019 03:00;55;27;10;4;13
22.10.2019 03:00;22.10.2019 04:00;68;21;10;4;12
22.10.2019 04:00;22.10.2019 05:00;162;70;24;2;27
22.10.2019 05:00;22.10.2019 06:00;586;366;94;13;63
22.10.2019 06:00;22.10.2019 07:00;2840;1427;443;51;356
22.10.2019 07:00;22.10.2019 08:00;4734;2775;702;211;1043
22.10.2019 08:00;22.10.2019 09:00;3832;2165;474;239;888
22.10.2019 09:00;22.10.2019 10:00;2493;1134;350;123;505
22.10.2019 10:00;22.10.2019 11:00;2453;1190;398;138;564
22.10.2019 11:00;22.10.2019 12:00;2624;1217;427;148;612
22.10.2019 12:00;22.10.2019 13:00;2786;1178;467;139;600
22.10.2019 13:00;22.10.2019 14:00;2816;1226;471;178;664
22.10.2019 14:00;22.10.2019 15:00;3690;1539;665;173;782
22.10.2019 15:00;22.10.2019 16:00;5236;3004;825;387;1315
22.10.2019 16:00;22.10.2019 17:00;4213;2273;681;260;1133
22.10.2019 17:00;22.10.2019 18:00;2865;1413;564;182;843
22.10.2019 18:00;22.10.2019 19:00;2421;1195;511;167;793
22.10.2019 19:00;22.10.2019 20:00;2181;1030;418;147;672
22.10.2019 20:00;22.10.2019 21:00;1850;813;354;116;516
22.10.2019 21:00;22.10.2019 22:00;1427;648;281;115;376
22.10.2019 22:00;22.10.2019 23:00;930;444;167;49;262
22.10.2019 23:00;23.10.2019 00:00;489;199;96;34;121
23.10.2019 00:00;23.10.2019 01:00;175;83;24;11;23
23.10.2019 01:00;23.10.2019 02:00;96;50;15;4;29
23.10.2019 02:00;23.10.2019 03:00;63;27;5;1;13
23.10.2019 03:00;23.10.2019 04:00;74;33;11;2;14
23.10.2019 04:00;23.10.2019 05:00;142;77;29;3;24
23.10.2019 05:00;23.10.2019 06:00;576;340;90;10;68
23.10.2019 06:00;23.10.2019 07:00;2577;1311;425;58;352
23.10.2019 07:00;23.10.2019 08:00;4343;2531;733;199;995
23.10.2019 08:00;23.10.2019 09:00;3688;2079;480;205;857
23.10.2019 09:00;23.10.2019 10:00;2431;1273;438;116;511
23.10.2019 10:00;23.10.2019 11:00;2447;1081;404;131;534
23.10.2019 11:00;23.10.2019 12:00;2670;1274;459;159;611
23.10.2019 12:00;23.10.2019 13:00;2726;1250;481;144;646
23.10.2019 13:00;23.10.2019 14:00;2916;1340;504;165;645
23.10.2019 14:00;23.10.2019 15:00;3743;1582;650;197;816
23.10.2019 15:00;23.10.2019 16:00;5229;2886;858;327;1296
23.10.2019 16:00;23.10.2019 17:00;4386;2169;699;261;1197
23.10.2019 17:00;23.10.2019 18:00;3086;1449;612;214;882
23.10.2019 18:00;23.10.2019 19:00;2736;1334;525;192;736
23.10.2019 19:00;23.10.2019 20:00;2416;1148;412;167;716
23.10.2019 20:00;23.10.2019 21:00;1884;884;375;127;539
23.10.2019 21:00;23.10.2019 22:00;1499;697;270;94;394
23.10.2019 22:00;23.10.2019 23:00;1042;496;171;53;301
23.10.2019 23:00;24.10.2019 00:00;560;212;97;41;152
24.10.2019 00:00;24.10.2019 01:00;179;74;31;11;41
24.10.2019 01:00;24.10.2019 02:00;119;44;15;5;22
24.10.2019 02:00;24.10.2019 03:00;75;22;11;3;7
24.10.2019 03:00;24.10.2019 04:00;80;35;15;5;19
24.10.2019 04:00;24.10.2019 05:00;155;77;28;2;26
24.10.2019 05:00;24.10.2019 06:00;546;311;83;8;69
24.10.2019 06:00;24.10.2019 07:00;2769;1410;462;52;363
24.10.2019 07:00;24.10.2019 08:00;4691;2678;639;216;972
24.10.2019 08:00;24.10.2019 09:00;3628;2139;538;214;913
24.10.2019 09:00;24.10.2019 10:00;2425;1237;373;106;554
24.10.2019 10:00;24.10.2019 11:00;2435;1234;392;111;533
24.10.2019 11:00;24.10.2019 12:00;2703;1283;457;145;595
24.10.2019 12:00;24.10.2019 13:00;2757;1264;415;156;590
24.10.2019 13:00;24.10.2019 14:00;3049;1374;496;145;673
24.10.2019 14:00;24.10.2019 15:00;3883;1814;651;206;841
24.10.2019 15:00;24.10.2019 16:00;5278;2888;862;300;1278
24.10.2019 16:00;24.10.2019 17:00;4418;2162;700;270;1110
24.10.2019 17:00;24.10.2019 18:00;3068;1584;543;209;900
24.10.2019 18:00;24.10.2019 19:00;2847;1304;519;170;743
24.10.2019 19:00;24.10.2019 20:00;2539;1117;439;209;714
24.10.2019 20:00;24.10.2019 21:00;1941;843;350;135;537
24.10.2019 21:00;24.10.2019 22:00;1529;675;308;101;418
24.10.2019 22:00;24.10.2019 23:00;1038;432;213;64;249
24.10.2019 23:00;25.10.2019 00:00;659;251;119;24;165
25.10.2019 00:00;25.10.2019 01:00;217;79;47;12;41
25.10.2019 01:00;25.10.2019 02:00;161;45;24;6;18
25.10.2019 02:00;25.10.2019 03:00;109;37;27;4;20
25.10.2019 03:00;25.10.2019 04:00;99;34;18;0;16
25.10.2019 04:00;25.10.2019 05:00;158;75;23;5;19
25.10.2019 05:00;25.10.2019 06:00;552;317;85;17;80
25.10.2019 06:00;25.10.2019 07:00;2659;1292;446;49;334
25.10.2019 07:00;25.10.2019 08:00;4444;2409;647;194;943
25.10.2019 08:00;25.10.2019 09:00;3478;1907;526;192;941
25.10.2019 09:00;25.10.2019 10:00;2375;1226;400;125;523
25.10.2019 10:00;25.10.2019 11:00;2575;1317;428;146;532
25.10.2019 11:00;25.10.2019 12:00;2961;1517;474;167;626
25.10.2019 12:00;25.10.2019 13:00;3154;1552;551;194;688
25.10.2019 13:00;25.10.2019 14:00;3407;1581;564;185;681
25.10.2019 14:00;25.10.2019 15:00;4237;1892;715;245;921
25.10.2019 15:00;25.10.2019 16:00;5251;2796;903;336;1255
25.10.2019 16:00;25.10.2019 17:00;4274;2126;662;277;1087
25.10.2019 17:00;25.10.2019 18:00;3081;1403;523;178;756
25.10.2019 18:00;25.10.2019 19:00;2525;1155;451;195;683
25.10.2019 19:00;25.10.2019 20:00;1952;844;300;159;505
25.10.2019 20:00;25.10.2019 21:00;1478;625;266;100;342
25.10.2019 21:00;25.10.2019 22:00;1125;514;205;63;278
25.10.2019 22:00;25.10.2019 23:00;912;373;167;44;199
25.10.2019 23:00;26.10.2019 00:00;752;305;140;39;189
26.10.2019 00:00;26.10.2019 01:00;536;207;92;25;110
26.10.2019 01:00;26.10.2019 02:00;425;148;72;17;93
26.10.2019 02:00;26.10.2019 03:00;304;80;56;15;94
26.10.2019 03:00;26.10.2019 04:00;232;67;44;5;40
26.10.2019 04:00;26.10.2019 05:00;141;45;31;4;25
26.10.2019 05:00;26.10.2019 06:00;180;95;36;8;31
26.10.2019 06:00;26.10.2019 07:00;295;127;47;11;46
26.10.2019 07:00;26.10.2019 08:00;615;261;113;15;91
26.10.2019 08:00;26.10.2019 09:00;797;373;135;26;163
26.10.2019 09:00;26.10.2019 10:00;1420;724;236;58;389
26.10.2019 10:00;26.10.2019 11:00;1940;986;311;88;502
26.10.2019 11:00;26.10.2019 12:00;2554;1348;405;128;655
26.10.2019 12:00;26.10.2019 13:00;3123;1536;484;174;754
26.10.2019 13:00;26.10.2019 14:00;3077;1470;530;212;800
26.10.2019 14:00;26.10.2019 15:00;3167;1476;557;211;831
26.10.2019 15:00;26.10.2019 16:00;3148;1383;558;216;845
26.10.2019 16:00;26.10.2019 17:00;2844;1262;500;202;741
26.10.2019 17:00;26.10.2019 18:00;2736;1175;474;248;807
26.10.2019 18:00;26.10.2019 19:00;2312;976;438;181;635
26.10.2019 19:00;26.10.2019 20:00;1663;709;316;134;467
26.10.2019 20:00;26.10.2019 21:00;1176;508;190;74;284
26.10.2019 21:00;26.10.2019 22:00;919;388;150;54;193
26.10.2019 22:00;26.10.2019 23:00;849;285;153;44;192
26.10.2019 23:00;27.10.2019 00:00;781;282;145;38;161
27.10.2019 00:00;27.10.2019 01:00;684;258;116;20;127
27.10.2019 01:00;27.10.2019 02:00;594;182;112;37;110
27.10.2019 02:00;27.10.2019 02:00;464;126;83;15;101
27.10.2019 02:00;27.10.2019 03:00;308;90;80;17;91
27.10.2019 03:00;27.10.2019 04:00;206;58;45;6;36
27.10.2019 04:00;27.10.2019 05:00;114;45;22;5;18
27.10.2019 05:00;27.10.2019 06:00;103;37;16;5;9
27.10.2019 06:00;27.10.2019 07:00;204;70;54;5;33
27.10.2019 07:00;27.10.2019 08:00;504;216;80;10;80
27.10.2019 08:00;27.10.2019 09:00;494;231;100;12;158
27.10.2019 09:00;27.10.2019 10:00;834;326;137;32;165
27.10.2019 10:00;27.10.2019 11:00;1194;527;179;62;318
27.10.2019 11:00;27.10.2019 12:00;1787;786;357;86;484
27.10.2019 12:00;27.10.2019 13:00;2154;990;412;93;650
27.10.2019 13:00;27.10.2019 14:00;2352;1046;390;142;675
27.10.2019 14:00;27.10.2019 15:00;2714;1249;514;133;745
27.10.2019 15:00;27.10.2019 16:00;3091;1486;550;147;802
27.10.2019 16:00;27.10.2019 17:00;2923;1363;445;191;794
27.10.2019 17:00;27.10.2019 18:00;2835;1273;480;164;706
27.10.2019 18:00;27.10.2019 19:00;2558;1096;450;158;658
27.10.2019 19:00;27.10.2019 20:00;2528;998;390;159;588
27.10.2019 20:00;27.10.2019 21:00;1500;667;269;92;358
27.10.2019 21:00;27.10.2019 22:00;1203;576;183;56;307
27.10.2019 22:00;27.10.2019 23:00;1670;756;261;52;383
27.10.2019 23:00;28.10.2019 00:00;441;182;62;29;98
28.10.2019 00:00;28.10.2019 01:00;222;78;28;13;38
28.10.2019 01:00;28.10.2019 02:00;108;44;17;9;21
28.10.2019 02:00;28.10.2019 03:00;71;24;19;1;8
28.10.2019 03:00;28.10.2019 04:00;59;19;10;1;5
28.10.2019 04:00;28.10.2019 05:00;196;103;31;2;23
28.10.2019 05:00;28.10.2019 06:00;684;386;104;15;66
28.10.2019 06:00;28.10.2019 07:00;2961;1395;476;76;359
28.10.2019 07:00;28.10.2019 08:00;4795;2676;711;219;960
28.10.2019 08:00;28.10.2019 09:00;3898;2237;539;222;950
28.10.2019 09:00;28.10.2019 10:00;2629;1297;407;115;523
28.10.2019 10:00;28.10.2019 11:00;2538;1241;374;138;601
28.10.2019 11:00;28.10.2019 12:00;2664;1337;437;173;615
28.10.2019 12:00;28.10.2019 13:00;2697;1279;451;160;621
28.10.2019 13:00;28.10.2019 14:00;2959;1337;500;169;563
28.10.2019 14:00;28.10.2019 15:00;3611;1602;625;203;790
28.10.2019 15:00;28.10.2019 16:00;5242;3054;837;333;1262
28.10.2019 16:00;28.10.2019 17:00;4397;2506;680;325;1131
28.10.2019 17:00;28.10.2019 18:00;2901;1411;477;189;825
28.10.2019 18:00;28.10.2019 19:00;2399;1218;424;187;689
28.10.2019 19:00;28.10.2019 20:00;2071;927;429;156;581
28.10.2019 20:00;28.10.2019 21:00;1635;735;284;116;475
28.10.2019 21:00;28.10.2019 22:00;1395;636;258;86;397
28.10.2019 22:00;28.10.2019 23:00;1011;423;191;57;246
28.10.2019 23:00;29.10.2019 00:00;431;150;71;27;99
29.10.2019 00:00;29.10.2019 01:00;152;77;18;6;29
29.10.2019 01:00;29.10.2019 02:00;83;29;16;2;17
29.10.2019 02:00;29.10.2019 03:00;58;31;14;2;10
29.10.2019 03:00;29.10.2019 04:00;75;29;12;4;12
29.10.2019 04:00;29.10.2019 05:00;189;89;31;4;23
29.10.2019 05:00;29.10.2019 06:00;633;380;105;15;80
29.10.2019 06:00;29.10.2019 07:00;2923;1482;462;63;360
29.10.2019 07:00;29.10.2019 08:00;4857;2670;560;232;1055
29.10.2019 08:00;29.10.2019 09:00;3739;1957;506;218;934
29.10.2019 09:00;29.10.2019 10:00;2435;1161;392;116;510
29.10.2019 10:00;29.10.2019 11:00;2482;1222;439;126;578
29.10.2019 11:00;29.10.2019 12:00;2531;1209;433;138;595
29.10.2019 12:00;29.10.2019 13:00;2724;1274;450;164;643
29.10.2019 13:00;29.10.2019 14:00;2950;1343;500;135;575
29.10.2019 14:00;29.10.2019 15:00;3753;1640;645;196;792
29.10.2019 15:00;29.10.2019 16:00;5290;3010;803;308;1288
29.10.2019 16:00;29.10.2019 17:00;4409;2225;666;276;1171
29.10.2019 17:00;29.10.2019 18:00;2883;1320;543;192;849
29.10.2019 18:00;29.10.2019 19:00;2629;1209;461;185;790
29.10.2019 19:00;29.10.2019 20:00;2287;1084;368;164;677
29.10.2019 20:00;29.10.2019 21:00;1824;813;330;121;554
29.10.2019 21:00;29.10.2019 22:00;1498;685;270;101;380
29.10.2019 22:00;29.10.2019 23:00;990;448;183;51;275
29.10.2019 23:00;30.10.2019 00:00;486;173;50;30;91
30.10.2019 00:00;30.10.2019 01:00;150;58;20;7;32
30.10.2019 01:00;30.10.2019 02:00;86;29;15;2;3
30.10.2019 02:00;30.10.2019 03:00;53;11;4;1;9
30.10.2019 03:00;30.10.2019 04:00;72;27;21;1;7
30.10.2019 04:00;30.10.2019 05:00;181;107;19;1;22
30.10.2019 05:00;30.10.2019 06:00;615;357;83;18;80
30.10.2019 06:00;30.10.2019 07:00;2837;1435;501;66;349
30.10.2019 07:00;30.10.2019 08:00;4870;2666;613;225;997
30.10.2019 08:00;30.10.2019 09:00;3722;2013;499;185;859
30.10.2019 09:00;30.10.2019 10:00;2559;1306;409;117;535
30.10.2019 10:00;30.10.2019 11:00;2638;1213;433;155;566
30.10.2019 11:00;30.10.2019 12:00;2735;1267;445;184;591
30.10.2019 12:00;30.10.2019 13:00;2857;1250;438;158;630
30.10.2019 13:00;30.10.2019 14:00;2994;1335;484;151;605
30.10.2019 14:00;30.10.2019 15:00;3772;1566;652;193;778
30.10.2019 15:00;30.10.2019 16:00;5106;3219;703;376;1304
30.10.2019 16:00;30.10.2019 17:00;4551;2659;568;327;1202
30.10.2019 17:00;30.10.2019 18:00;3130;1503;560;185;834
30.10.2019 18:00;30.10.2019 19:00;2684;1205;484;166;718
30.10.2019 19:00;30.10.2019 20:00;2283;1059;400;184;649
30.10.2019 20:00;30.10.2019 21:00;1846;853;326;129;513
30.10.2019 21:00;30.10.2019 22:00;1334;644;272;109;382
30.10.2019 22:00;30.10.2019 23:00;1047;427;201;56;305
30.10.2019 23:00;31.10.2019 00:00;551;190;97;36;143
31.10.2019 00:00;31.10.2019 01:00;162;60;25;5;37
31.10.2019 01:00;31.10.2019 02:00;95;40;19;7;23
31.10.2019 02:00;31.10.2019 03:00;67;24;12;2;12
31.10.2019 03:00;31.10.2019 04:00;79;28;14;5;8
31.10.2019 04:00;31.10.2019 05:00;147;76;40;2;17
31.10.2019 05:00;31.10.2019 06:00;584;315;98;17;61
31.10.2019 06:00;31.10.2019 07:00;2893;1414;458;69;352
31.10.2019 07:00;31.10.2019 08:00;4655;2449;717;158;995
31.10.2019 08:00;31.10.2019 09:00;3603;1947;512;186;899
31.10.2019 09:00;31.10.2019 10:00;2637;1250;371;132;502
31.10.2019 10:00;31.10.2019 11:00;2653;1235;420;146;566
31.10.2019 11:00;31.10.2019 12:00;2743;1238;419;147;613
31.10.2019 12:00;31.10.2019 13:00;2952;1321;478;171;646
31.10.2019 13:00;31.10.2019 14:00;3254;1460;540;176;676
31.10.2019 14:00;31.10.2019 15:00;3882;1796;664;208;879
31.10.2019 15:00;31.10.2019 16:00;5356;3103;820;368;1382
31.10.2019 16:00;31.10.2019 17:00;4428;2447;652;361;1234
31.10.2019 17:00;31.10.2019 18:00;3062;1377;497;190;811
31.10.2019 18:00;31.10.2019 19:00;2474;1227;452;208;759
31.10.2019 19:00;31.10.2019 20:00;2231;957;355;197;664
31.10.2019 20:00;31.10.2019 21:00;1954;839;346;132;495
31.10.2019 21:00;31.10.2019 22:00;1579;705;305;103;403
31.10.2019 22:00;31.10.2019 23:00;1127;508;229;63;312
31.10.2019 23:00;01.11.2019 00:00;554;183;85;30;148
01.11.2019 00:00;01.11.2019 01:00;229;98;44;13;51
01.11.2019 01:00;01.11.2019 02:00;133;54;23;6;32
01.11.2019 02:00;01.11.2019 03:00;91;22;18;3;19
01.11.2019 03:00;01.11.2019 04:00;102;39;14;2;24
01.11.2019 04:00;01.11.2019 05:00;191;102;30;4;20
01.11.2019 05:00;01.11.2019 06:00;550;303;85;19;67
01.11.2019 06:00;01.11.2019 07:00;2696;1309;444;62;309
01.11.2019 07:00;01.11.2019 08:00;4636;2342;650;208;971
01.11.2019 08:00;01.11.2019 09:00;3488;1832;513;183;884
01.11.2019 09:00;01.11.2019 10:00;2608;1290;395;144;523
01.11.2019 10:00;01.11.2019 11:00;2702;1308;460;150;565
01.11.2019 11:00;01.11.2019 12:00;2953;1468;473;202;651
01.11.2019 12:00;01.11.2019 13:00;3106;1470;553;189;692
01.11.2019 13:00;01.11.2019 14:00;3458;1565;575;210;780
01.11.2019 14:00;01.11.2019 15:00;4304;2087;757;206;953
01.11.2019 15:00;01.11.2019 16:00;5289;3194;817;302;1272
01.11.2019 16:00;01.11.2019 17:00;4499;2408;681;348;1230
01.11.2019 17:00;01.11.2019 18:00;3201;1432;535;190;764
01.11.2019 18:00;01.11.2019 19:00;2452;1096;421;170;602
01.11.2019 19:00;01.11.2019 20:00;1874;758;309;110;500
01.11.2019 20:00;01.11.2019 21:00;1432;552;227;94;349
