,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
321,85,2019-11-18,-1.2,8,69,13,44,397,85,4.8,1574096400,0.6,115,3.0,1574096400,-1.7,1574046000,4.5,4.5,1000,final,79.8,1016,0.0,,2,199,1646,309,59,1.9,1574031600,115,6.8,1.6
322,97,2019-11-19,0.6,8,66,12,44,388,81,4.3,1574132400,0.6,173,2.0,1574128800,0.5,1574186400,14.5,14.5,993,final,95.1,1009,50.0,,1,190,1581,291,29,1.3,1574118000,173,5.2,1.9
323,46,2019-11-20,-2.9,8,63,11,43,380,78,1.9,1574215200,1.7,193,4.0,1574222400,-3.3,1574276400,0.0,0.0,1004,final,87.3,1020,0.0,,11,182,1522,275,262,-1.1,1574204400,193,5.2,2.0
324,81,2019-11-21,-0.9,7,61,11,42,371,75,6.5,1574373600,0.7,128,4.0,1574373600,-3.3,1574305200,0.0,0.0,1006,final,80.9,1022,0.0,,4,176,1466,259,88,2.1,1574290800,128,8.0,1.5
325,25,2019-11-22,0.4,7,59,10,41,362,72,7.5,1574427600,1.7,138,5.0,1574438400,1.9,1574409600,0.0,0.0,1000,final,73.0,1016,0.0,,10,169,1412,245,238,4.9,1574377200,138,8.0,1.8
326,76,2019-11-23,-0.4,7,57,10,40,354,68,7.0,1574481600,0.6,156,4.0,1574481600,0.8,1574546400,0.0,0.0,1001,final,72.9,1017,0.0,,3,163,1360,231,80,4.1,1574463600,156,8.0,1.6
327,79,2019-11-24,-0.8,7,54,9,39,345,65,3.6,1574557200,0.8,144,2.0,1574557200,-1.8,1574571600,0.0,0.0,1001,final,92.3,1018,0.0,,3,159,1308,218,61,0.3,1574550000,144,3.6,1.0
328,100,2019-11-25,0.5,6,52,9,39,337,63,1.8,1574683200,0.6,189,1.0,1574686800,-0.7,1574636400,0.0,0.0,998,final,97.0,1014,0.0,,1,154,1256,206,21,0.9,1574636400,189,2.8,1.0
329,100,2019-11-26,0.2,6,50,8,38,328,60,1.6,1574726400,0.5,95,3.0,1574805600,0.2,1574805600,0.0,0.0,993,final,96.8,1010,0.0,,1,149,1206,194,19,0.7,1574722800,95,4.8,1.3
330,93,2019-11-27,-3.1,6,48,8,37,320,57,1.7,1574863200,0.6,58,4.0,1574866800,-2.2,1574820000,0.0,0.0,985,final,82.2,1002,0.0,,2,145,1156,182,59,-0.3,1574809200,58,6.0,2.1
331,78,2019-11-28,-3.3,6,46,7,36,312,55,1.6,1574899200,1.0,100,3.0,1574964000,-2.9,1574953200,1.0,1.0,979,final,83.7,995,16.0,,3,140,1106,172,70,-0.9,1574895600,100,5.2,1.8
332,72,2019-11-29,-3.5,6,44,7,36,304,52,2.6,1575010800,1.0,273,6.0,1575010800,-1.5,1574985600,2.0,2.0,983,final,76.4,999,9.0,,4,136,1058,162,88,0.4,1574982000,273,14.0,3.3
333,84,2019-11-30,-2.8,5,42,6,35,296,50,1.5,1575079200,0.9,246,5.0,1575147600,-2.1,1575108000,3.5,3.5,995,final,90.3,1011,57.5,,3,131,1012,152,83,-1.4,1575068400,246,13.2,3.4
334,94,2019-12-01,-2.1,5,40,6,34,288,48,1.9,1575194400,0.5,235,9.0,1575176400,-1.5,1575234000,6.5,6.5,993,final,87.8,1009,57.5,,2,127,966,144,51,-0.4,1575154800,235,15.2,4.1
335,88,2019-12-02,-2.1,5,38,6,33,281,46,0.7,1575324000,0.9,213,4.0,1575252000,-1.6,1575248400,4.5,4.5,996,final,90.9,1013,73.5,,4,123,923,135,97,-0.8,1575241200,213,9.2,3.1
336,100,2019-12-03,2.3,5,37,5,33,273,44,7.5,1575410400,0.4,200,5.0,1575356400,0.0,1575327600,12.0,12.0,988,final,87.5,1004,1.0,,1,119,881,128,24,4.2,1575327600,200,14.4,3.8
337,93,2019-12-04,1.9,5,35,5,32,266,42,7.9,1575414000,0.8,191,3.0,1575414000,2.1,1575489600,1.0,1.0,985,final,86.5,1001,0.0,,1,115,842,121,30,4.0,1575414000,191,12.8,2.0
338,75,2019-12-05,-0.6,5,34,5,32,260,41,5.8,1575529200,0.4,206,7.0,1575547200,0.6,1575568800,4.0,4.0,969,final,81.1,985,1.0,,1,111,804,114,22,2.5,1575500400,206,16.4,3.9
339,85,2019-12-06,-0.6,4,32,4,31,253,39,3.5,1575633600,0.7,208,7.0,1575633600,1.0,1575594000,0.0,0.0,966,final,81.5,982,0.0,,2,107,769,108,37,2.3,1575586800,208,10.8,4.1
340,89,2019-12-07,-0.6,4,31,4,30,247,38,3.0,1575673200,0.5,201,4.0,1575673200,-0.3,1575748800,0.5,0.5,972,final,89.3,988,1.0,,2,104,737,102,48,1.0,1575673200,201,10.8,3.4
341,98,2019-12-08,-4.1,4,29,4,30,241,36,0.7,1575759600,0.4,151,4.0,1575759600,-2.8,1575784800,7.5,7.5,960,final,80.7,975,124.0,,1,100,707,97,24,-1.1,1575759600,151,11.2,2.1
342,83,2019-12-09,-3.2,4,28,4,29,236,35,0.6,1575900000,0.7,234,3.0,1575903600,-2.4,1575878400,2.0,2.0,971,final,88.2,987,34.0,,3,97,681,93,68,-1.5,1575846000,234,6.8,1.8
343,91,2019-12-10,-4.8,4,27,4,29,230,34,3.1,1576015200,0.4,190,11.0,1576008000,-3.2,1575975600,3.5,3.5,985,final,77.5,1001,16.0,,1,94,657,89,21,-1.2,1575932400,190,18.0,4.4
344,88,2019-12-11,-3.7,4,27,4,28,226,33,6.8,1576065600,0.6,185,11.0,1576026000,-1.3,1576018800,0.5,0.5,967,final,52.3,983,0.0,,2,92,636,85,52,5.4,1576018800,185,18.4,5.7
345,86,2019-12-12,-4.4,4,26,3,28,221,32,6.1,1576137600,0.4,183,10.0,1576137600,4.4,1576188000,0.0,0.0,968,final,50.2,984,0.0,,1,89,618,82,23,5.1,1576105200,183,13.6,6.9
346,26,2019-12-13,-5.3,4,25,3,28,217,31,5.5,1576191600,1.1,191,7.0,1576263600,1.2,1576227600,0.0,0.0,970,final,55.7,986,0.0,,2,87,602,79,56,2.7,1576191600,191,10.0,4.0
347,88,2019-12-14,-3.3,4,25,3,27,214,30,4.9,1576321200,0.4,142,4.0,1576285200,2.2,1576360800,0.0,0.0,969,final,61.6,985,0.0,,1,85,589,77,21,3.4,1576278000,142,10.0,2.2
348,75,2019-12-15,-3.6,3,24,3,27,210,29,4.4,1576400400,0.5,170,3.0,1576382400,-0.9,1576447200,0.0,0.0,968,final,66.0,984,0.0,,1,83,577,75,34,2.1,1576364400,170,7.6,1.8
349,90,2019-12-16,-4.6,3,24,3,27,208,29,3.6,1576479600,0.5,177,3.0,1576533600,-1.9,1576508400,1.0,1.0,975,final,76.1,991,16.0,,1,83,567,73,27,-0.9,1576450800,177,5.2,1.3
350,63,2019-12-17,-4.7,3,23,3,27,205,28,2.8,1576566000,1.1,211,4.0,1576573200,-4.0,1576609200,0.0,0.0,980,final,77.8,996,0.0,,3,82,559,72,70,-1.3,1576537200,211,6.0,2.7
351,92,2019-12-18,-3.9,3,23,3,26,204,28,2.0,1576706400,0.4,201,3.0,1576706400,-4.5,1576659600,2.5,2.5,985,final,84.9,1002,35.5,,1,81,553,71,21,-1.7,1576623600,201,5.2,2.0
352,73,2019-12-19,-4.7,3,23,3,26,202,28,3.3,1576782000,0.4,155,4.0,1576735200,-4.2,1576742400,0.0,0.0,992,final,74.7,1008,0.0,,1,81,549,70,13,-0.7,1576710000,155,5.6,2.0
353,92,2019-12-20,-1.6,3,23,3,26,201,28,6.7,1576872000,0.4,130,2.0,1576872000,-2.1,1576807200,0.0,0.0,979,final,83.4,995,0.0,,1,81,547,70,19,1.0,1576796400,130,8.8,1.3
354,92,2019-12-21,-0.3,3,23,3,26,201,28,7.9,1576886400,0.6,110,4.0,1576929600,3.2,1576962000,0.0,0.0,969,final,70.0,985,0.0,,1,81,547,70,31,4.7,1576882800,110,10.0,2.1
355,99,2019-12-22,0.5,3,23,3,26,201,28,5.5,1576969200,0.4,192,2.0,1576976400,0.7,1577052000,0.0,0.0,974,final,89.7,990,0.0,,0,81,548,70,7,2.0,1576969200,192,2.4,1.1
356,84,2019-12-23,-3.1,3,23,3,26,201,28,2.4,1577055600,0.6,204,3.0,1577088000,-5.2,1577134800,0.0,0.0,982,final,92.4,998,0.0,,2,81,552,71,44,-2.1,1577055600,204,4.0,1.8
357,88,2019-12-24,-6.4,3,23,3,26,202,28,-2.4,1577142000,0.6,201,2.0,1577224800,-6.9,1577163600,0.0,0.0,988,final,93.7,1004,0.0,,2,82,558,72,37,-5.6,1577142000,201,3.2,1.1
358,96,2019-12-25,-5.1,3,24,3,27,204,28,-1.6,1577311200,0.4,193,1.0,1577307600,-6.6,1577242800,0.0,0.0,996,final,92.8,1013,0.0,,0,83,566,73,10,-4.1,1577228400,193,2.4,1.0
359,88,2019-12-26,-1.1,3,24,3,27,206,29,0.3,1577397600,0.5,120,2.0,1577325600,-2.4,1577322000,0.0,0.0,1006,final,96.8,1022,0.0,,1,84,576,74,17,-0.7,1577314800,120,2.8,1.0
360,77,2019-12-27,-5.6,4,24,3,27,208,29,0.2,1577401200,0.6,144,3.0,1577408400,-6.8,1577466000,0.0,0.0,1014,final,90.3,1031,0.0,,1,85,588,76,35,-4.2,1577401200,144,4.8,1.3
361,100,2019-12-28,-2.6,4,25,3,27,211,30,3.7,1577559600,0.4,139,3.0,1577487600,-6.5,1577487600,4.0,4.0,1008,final,84.0,1025,34.5,,1,86,601,78,15,-0.1,1577487600,139,6.0,1.5
362,100,2019-12-29,2.5,4,26,3,27,214,30,8.5,1577628000,0.4,217,8.0,1577638800,1.7,1577574000,11.5,11.5,991,final,82.3,1007,0.0,,0,88,617,81,8,5.3,1577574000,217,15.6,3.1
363,95,2019-12-30,2.2,4,26,3,28,218,31,8.5,1577667600,0.4,234,10.0,1577674800,3.0,1577736000,20.0,20.0,981,final,83.5,997,0.0,,1,89,635,84,21,4.8,1577660400,234,20.8,6.3
0,97,2019-12-31,-0.2,4,27,4,28,222,32,4.9,1577757600,0.4,242,7.0,1577772000,1.0,1577775600,15.0,15.0,996,final,83.6,1012,4.0,,1,91,654,87,17,2.4,1577746800,242,16.4,5.5
1,100,2020-01-01,2.5,4,27,4,28,223,32,10.2,1577890800,0.4,251,8.8,1577890800,2.3,1577833200,7.5,7.5,991,final,71.6,1005,0.0,,1,92,659,88,22,7.4,1577833200,251,20.8,6.6
2,99,2020-01-02,2.4,4,28,4,29,228,33,12.3,1577966400,0.4,179,4.8,1577966400,3.0,1577941200,4.0,4.0,977,final,79.9,991,0.0,,1,94,681,92,28,5.6,1577919600,179,12.0,2.9
3,96,2020-01-03,-1.6,4,29,4,29,233,34,9.7,1578006000,0.4,239,8.4,1578006000,-2.4,1578063600,9.0,9.0,969,final,80.6,982,38.0,,1,96,704,96,24,1.4,1578006000,239,21.2,5.8
4,83,2020-01-04,-1.1,4,30,4,30,238,35,3.6,1578099600,0.6,288,6.8,1578099600,-1.5,1578142800,7.0,7.0,988,final,83.4,1003,11.0,,2,98,729,100,54,1.4,1578092400,288,19.6,5.0
5,93,2020-01-05,0.2,4,32,4,30,244,37,5.1,1578261600,0.4,189,4.4,1578261600,-0.4,1578218400,9.5,9.5,996,final,86.8,1010,6.0,,1,101,756,105,17,2.1,1578178800,189,10.0,2.8
6,92,2020-01-06,1.1,4,33,5,31,250,38,7.6,1578348000,0.4,161,2.4,1578348000,0.0,1578286800,0.5,0.5,989,final,88.7,1003,0.0,,1,104,784,110,22,2.8,1578265200,161,6.8,2.0
7,90,2020-01-07,-0.5,4,34,5,31,256,40,8.2,1578434400,0.4,161,5.6,1578434400,-0.7,1578373200,2.0,2.0,981,final,79.0,995,0.0,,1,107,814,116,22,2.9,1578351600,161,13.2,2.9
8,90,2020-01-08,0.3,5,35,5,32,263,41,9.1,1578441600,0.5,220,7.2,1578441600,1.3,1578499200,7.0,7.0,972,final,76.7,986,0.0,,2,111,846,123,58,4.1,1578438000,220,24.4,5.0
9,63,2020-01-09,-2.7,5,37,5,33,270,43,4.4,1578538800,0.8,218,6.8,1578538800,-3.7,1578603600,4.5,4.5,988,final,78.2,1002,3.0,,4,115,879,129,88,0.7,1578524400,218,24.8,3.8
10,73,2020-01-10,-4.3,5,38,6,33,277,45,3.7,1578664800,0.5,178,2.8,1578664800,-4.4,1578628800,2.0,2.0,997,final,82.6,1011,32.0,,2,119,915,137,47,-1.7,1578610800,178,7.6,2.3
11,99,2020-01-11,-1.7,5,40,6,34,285,47,7.4,1578754800,0.4,169,4.8,1578754800,-2.2,1578697200,3.0,3.0,980,final,72.1,994,0.0,,2,124,954,145,43,3.0,1578697200,169,12.4,3.2
12,98,2020-01-12,-0.3,5,41,6,35,293,49,6.7,1578783600,0.4,210,4.4,1578783600,0.0,1578848400,2.5,2.5,979,final,86.4,993,0.0,,2,130,995,154,47,1.8,1578783600,210,11.2,3.2
13,92,2020-01-13,-2.8,6,43,7,35,301,51,4.2,1578952800,0.4,176,3.6,1578952800,-0.7,1578942000,4.5,4.5,982,final,76.8,996,0.0,,2,136,1041,163,39,0.8,1578870000,176,16.4,3.0
14,80,2020-01-14,-1.4,6,45,7,36,309,54,7.0,1579010400,0.6,165,5.2,1579010400,-0.7,1579035600,0.5,0.5,969,final,68.5,983,0.0,,4,142,1092,174,84,4.0,1578956400,165,13.6,3.6
15,68,2020-01-15,-1.6,6,48,8,37,317,56,5.2,1579057200,1.2,158,2.8,1579057200,-1.5,1579100400,1.5,1.5,969,final,80.2,983,0.0,,7,149,1147,185,162,1.5,1579042800,158,6.4,2.3
16,81,2020-01-16,-0.7,6,50,8,38,325,59,6.6,1579168800,0.7,171,4.0,1579168800,-0.7,1579129200,2.5,2.5,984,final,81.8,998,5.5,,4,155,1206,197,104,2.1,1579129200,171,12.4,2.8
17,100,2020-01-17,0.1,7,53,9,38,334,61,7.1,1579266000,0.4,123,2.4,1579266000,1.1,1579222800,1.5,1.5,989,final,80.1,1003,0.0,,2,162,1268,210,52,3.3,1579215600,123,6.4,1.8
18,97,2020-01-18,-1.1,7,56,9,39,343,64,5.2,1579309200,0.4,169,4.0,1579309200,-0.8,1579338000,0.0,0.0,987,final,89.2,1001,0.0,,2,168,1333,224,42,0.5,1579302000,169,8.0,1.7
19,98,2020-01-19,0.8,7,58,10,40,351,67,4.6,1579399200,0.7,237,7.2,1579399200,2.2,1579388400,11.5,11.5,1006,final,83.0,1021,0.0,,3,175,1399,238,78,3.4,1579388400,237,17.2,5.0
20,100,2020-01-20,5.8,8,61,11,41,360,70,13.1,1579528800,0.4,242,8.8,1579528800,3.0,1579474800,22.5,22.5,1001,final,84.6,1016,0.0,,2,181,1467,254,49,8.3,1579474800,242,21.2,6.2
21,97,2020-01-21,1.0,8,64,11,42,369,74,9.3,1579561200,0.4,266,7.2,1579561200,0.8,1579622400,10.5,10.5,1001,final,86.1,1015,0.0,,2,188,1536,270,53,3.1,1579561200,266,22.0,6.4
22,83,2020-01-22,-0.5,8,67,12,43,378,77,3.1,1579651200,0.5,261,6.4,1579651200,0.7,1579687200,6.0,6.0,1008,final,81.7,1023,0.0,,5,194,1605,287,115,2.3,1579647600,261,20.8,4.6
23,99,2020-01-23,1.7,8,70,13,44,387,81,7.6,1579780800,0.4,223,6.0,1579780800,0.7,1579741200,12.0,12.0,994,final,84.5,1009,4.0,,2,201,1675,305,58,4.0,1579734000,223,16.0,3.9
24,91,2020-01-24,-0.1,9,73,13,44,396,84,4.5,1579827600,0.4,248,6.4,1579827600,-0.2,1579863600,12.0,12.0,986,final,87.0,1000,9.0,,3,208,1745,324,70,1.9,1579820400,248,21.6,5.2
25,99,2020-01-25,-0.1,9,76,14,45,406,88,4.1,1579989600,0.4,201,5.2,1579989600,-0.5,1579906800,10.0,10.0,987,final,88.8,1001,11.0,,1,214,1816,343,34,1.6,1579906800,201,16.0,2.7
26,100,2020-01-26,2.4,9,79,15,46,415,92,7.0,1580011200,0.4,161,4.8,1580011200,0.7,1580076000,7.0,7.0,984,final,89.2,998,0.0,,2,221,1886,364,44,4.0,1579993200,161,10.4,2.1
27,100,2020-01-27,-0.7,9,81,16,47,424,96,4.0,1580158800,0.4,108,2.0,1580158800,-1.1,1580140800,0.0,0.0,980,final,88.9,994,0.0,,3,227,1955,385,68,1.0,1580079600,108,5.2,1.4
28,90,2020-01-28,-3.5,10,84,17,48,433,100,1.6,1580212800,1.0,127,2.8,1580212800,-4.1,1580241600,2.0,2.0,977,final,84.5,991,34.5,,13,234,2025,407,322,-1.2,1580166000,127,5.2,1.9
29,98,2020-01-29,-2.6,10,87,18,49,442,105,2.4,1580266800,0.4,90,3.6,1580266800,-3.7,1580252400,0.0,0.0,977,final,80.0,991,0.0,,4,241,2093,429,107,0.5,1580252400,90,9.6,3.0
30,77,2020-01-30,-3.1,10,90,19,50,451,109,2.8,1580389200,1.2,109,3.6,1580389200,-2.6,1580407200,0.0,0.0,977,final,81.8,991,0.0,,18,247,2162,453,428,-0.4,1580338800,109,8.4,1.8
31,83,2020-01-31,-3.0,11,93,20,51,460,113,5.6,1580482800,0.4,157,5.6,1580482800,-1.7,1580436000,1.5,1.5,969,final,66.8,983,0.0,,5,256,2229,477,120,2.6,1580425200,157,14.0,4.1
