session_ID;Garage_ID;User_ID;User_type;Shared_ID;Start_plugin;Start_plugin_hour;End_plugout;End_plugout_hour;El_kWh;Duration_hours;month_plugin;weekdays_plugin;Plugin_category;Duration_category
5046;MS1;MS1-2;Private;NA;16.12.2019 11:48;11;16.12.2019 18:07;18;8,55;6,321111111;Dec;Monday;late morning (9-12);Between 6 and 9  hours
5047;UT9;Share-12;Shared;Shared-12;16.12.2019 12:13;12;16.12.2019 16:37;16;25,7;4,403055556;Dec;Monday;early afternoon (12-15);Between 3 and 6 hours
5048;Bl2;Bl2-5;Private;NA;16.12.2019 13:00;13;16.12.2019 17:12;17;5,78;4,193611111;Dec;Monday;early afternoon (12-15);Between 3 and 6 hours
5049;Bl2;Share-28;Shared;Shared-6;16.12.2019 14:41;14;16.12.2019 20:10;20;16,24;5,481111111;Dec;Monday;early afternoon (12-15);Between 3 and 6 hours
5050;MS1;Share-31;Shared;Shared-8;16.12.2019 14:51;14;16.12.2019 17:36;17;5,1;2,758611111;Dec;Monday;early afternoon (12-15);Less than 3 hours
5051;UT15;UT15-1;Private;NA;16.12.2019 14:52;14;16.12.2019 15:39;15;2,7;0,778888889;Dec;Monday;early afternoon (12-15);Less than 3 hours
5052;MS22;MS22-1;Private;NA;16.12.2019 15:18;15;NA;NA;22,73;NA;Dec;Monday;late afternoon (15-18);NA
5053;AdO1;AdO1-4;Private;NA;16.12.2019 15:25;15;16.12.2019 16:56;16;7,47;1,521111111;Dec;Monday;late afternoon (15-18);Less than 3 hours
5054;AsO6;AsO6-1;Private;NA;16.12.2019 15:27;15;17.12.2019 07:09;7;4,81;15,69388889;Dec;Monday;late afternoon (15-18);Between 15 and 18 hours
5055;UT15;UT15-1;Private;NA;16.12.2019 16:18;16;18.12.2019 15:32;15;7,92;47,22861111;Dec;Monday;late afternoon (15-18);More than 18 hours
5056;Bl2;Bl2-3;Private;NA;16.12.2019 16:27;16;16.12.2019 21:04;21;18,39;4,625;Dec;Monday;late afternoon (15-18);Between 3 and 6 hours
5057;SR2;SR2-3;Private;NA;16.12.2019 16:28;16;16.12.2019 21:01;21;27,72;4,563611111;Dec;Monday;late afternoon (15-18);Between 3 and 6 hours
5058;UT15;UT15-2;Private;NA;16.12.2019 16:36;16;17.12.2019 08:15;8;17,66;15,64388889;Dec;Monday;late afternoon (15-18);Between 15 and 18 hours
5059;Bl2;Bl2-8;Private;NA;16.12.2019 17:02;17;17.12.2019 06:46;6;16,1;13,73861111;Dec;Monday;late afternoon (15-18);Between 12 and 15 hours
5060;UT7;UT7-5;Private;NA;16.12.2019 17:10;17;16.12.2019 18:35;18;4,94;1,411666667;Dec;Monday;late afternoon (15-18);Less than 3 hours
5061;MS22;AsO4-2;Private;NA;16.12.2019 17:13;17;17.12.2019 06:22;6;6,46;13,14416667;Dec;Monday;late afternoon (15-18);Between 12 and 15 hours
5062;AsO2;Share-22;Shared;Shared-5;16.12.2019 17:14;17;16.12.2019 19:22;19;12,22;2,143888889;Dec;Monday;late afternoon (15-18);Less than 3 hours
5063;Bl2;Share-29;Shared;Shared-7;16.12.2019 17:30;17;16.12.2019 19:50;19;8,25;2,333333333;Dec;Monday;late afternoon (15-18);Less than 3 hours
5064;UT9;Share-36;Shared;Shared-12;16.12.2019 17:55;17;16.12.2019 21:55;21;7,77;3,997222222;Dec;Monday;late afternoon (15-18);Between 3 and 6 hours
5065;AsO4;AsO4-1;Private;NA;16.12.2019 19:08;19;17.12.2019 07:25;7;8,01;12,29611111;Dec;Monday;early evening (18-21);Between 12 and 15 hours
5066;AsO10;AsO10-1;Private;NA;16.12.2019 19:22;19;17.12.2019 07:11;7;7,31;11,80472222;Dec;Monday;early evening (18-21);Between 9 and 12 hours
5067;NR1;NR1-2;Private;NA;16.12.2019 19:41;19;17.12.2019 06:46;6;1,35;11,0975;Dec;Monday;early evening (18-21);Between 9 and 12 hours
5068;UT7;UT7-1;Private;NA;16.12.2019 19:58;19;16.12.2019 21:32;21;10,45;1,565277778;Dec;Monday;early evening (18-21);Less than 3 hours
5069;Bl2;Bl2-5;Private;NA;16.12.2019 19:58;19;16.12.2019 20:47;20;2,82;0,814444444;Dec;Monday;early evening (18-21);Less than 3 hours
5070;UT7;UT7-2;Private;NA;16.12.2019 20:18;20;17.12.2019 07:41;7;8,94;11,36972222;Dec;Monday;early evening (18-21);Between 9 and 12 hours
5071;UT1;UT1-1;Private;NA;16.12.2019 20:32;20;17.12.2019 16:50;16;16,5;20,30888889;Dec;Monday;early evening (18-21);More than 18 hours
5072;UT7;UT7-5;Private;NA;16.12.2019 20:50;20;17.12.2019 08:00;8;4,93;11,16666667;Dec;Monday;early evening (18-21);Between 9 and 12 hours
5073;Bl2;Bl2-5;Private;NA;16.12.2019 21:17;21;17.12.2019 07:32;7;4,39;10,24722222;Dec;Monday;late evening (21-midnight);Between 9 and 12 hours
5074;AdA6;AdA6-1;Private;NA;16.12.2019 21:18;21;17.12.2019 07:53;7;4,61;10,59527778;Dec;Monday;late evening (21-midnight);Between 9 and 12 hours
5075;SR14;SR14-1;Private;NA;16.12.2019 21:32;21;17.12.2019 15:23;15;52,33;17,8525;Dec;Monday;late evening (21-midnight);Between 15 and 18 hours
5076;Bl2;Bl2-3;Private;NA;16.12.2019 21:36;21;NA;NA;2,9;NA;Dec;Monday;late evening (21-midnight);NA
5077;AsO10;AsO10-4;Private;NA;16.12.2019 22:02;22;17.12.2019 13:18;13;18,73;15,27444444;Dec;Monday;late evening (21-midnight);Between 15 and 18 hours
5078;Bl2;Bl2-3;Private;NA;17.12.2019 05:39;5;17.12.2019 08:19;8;15,06;2,666666667;Dec;Tuesday;late night (3-6);Less than 3 hours
5079;AdO1;AdO1-1;Private;NA;17.12.2019 06:49;6;18.12.2019 06:28;6;21,29;23,65472222;Dec;Tuesday;early morning (6-9);More than 18 hours
5080;UT2;UT2-1;Private;NA;17.12.2019 11:38;11;17.12.2019 11:39;11;0,03;0,011111111;Dec;Tuesday;late morning (9-12);Less than 3 hours
5081;UT2;UT2-1;Private;NA;17.12.2019 11:41;11;17.12.2019 11:42;11;0,02;0,007222222;Dec;Tuesday;late morning (9-12);Less than 3 hours
5082;SR2;SR2-2;Private;NA;17.12.2019 13:10;13;18.12.2019 11:48;11;7,08;22,62305556;Dec;Tuesday;early afternoon (12-15);More than 18 hours
5083;Bl2;Bl2-2;Private;NA;17.12.2019 14:19;14;NA;NA;13,44;NA;Dec;Tuesday;early afternoon (12-15);NA
5084;AsO6;AsO6-1;Private;NA;17.12.2019 15:26;15;18.12.2019 10:10;10;5,46;18,74027778;Dec;Tuesday;late afternoon (15-18);More than 18 hours
5085;MS1;MS1-2;Private;NA;17.12.2019 15:38;15;17.12.2019 16:03;16;1,52;0,420277778;Dec;Tuesday;late afternoon (15-18);Less than 3 hours
5086;AdA6;AdA6-1;Private;NA;17.12.2019 15:47;15;18.12.2019 07:50;7;1,62;16,05833333;Dec;Tuesday;late afternoon (15-18);Between 15 and 18 hours
5087;NR1;NR1-2;Private;NA;17.12.2019 15:50;15;18.12.2019 06:44;6;5,09;14,91;Dec;Tuesday;late afternoon (15-18);Between 12 and 15 hours
5088;AsO4;AsO4-1;Private;NA;17.12.2019 15:51;15;18.12.2019 07:25;7;6,63;15,56194444;Dec;Tuesday;late afternoon (15-18);Between 15 and 18 hours
5089;NR1;NR1-1;Private;NA;17.12.2019 15:58;15;17.12.2019 17:37;17;5,76;1,643055556;Dec;Tuesday;late afternoon (15-18);Less than 3 hours
5090;SR2;SR2-3;Private;NA;17.12.2019 16:25;16;18.12.2019 07:55;7;17,86;15,49694444;Dec;Tuesday;late afternoon (15-18);Between 15 and 18 hours
5091;Bl2;Share-28;Shared;Shared-7;17.12.2019 16:47;16;17.12.2019 17:09;17;2,53;0,376388889;Dec;Tuesday;late afternoon (15-18);Less than 3 hours
5092;Bl2;Bl2-5;Private;NA;17.12.2019 16:50;16;NA;NA;2,6;NA;Dec;Tuesday;late afternoon (15-18);NA
5093;MS22;AsO4-2;Private;NA;17.12.2019 17:06;17;17.12.2019 18:01;18;2,81;0,921111111;Dec;Tuesday;late afternoon (15-18);Less than 3 hours
5094;UT7;UT7-5;Private;NA;17.12.2019 17:28;17;17.12.2019 20:30;20;1,9;3,023055556;Dec;Tuesday;late afternoon (15-18);Between 3 and 6 hours
5095;Bl2;Bl2-8;Private;NA;17.12.2019 17:45;17;NA;NA;1,96;NA;Dec;Tuesday;late afternoon (15-18);NA
5096;Bl2;Bl2-1;Private;NA;17.12.2019 17:50;17;NA;NA;0,72;NA;Dec;Tuesday;late afternoon (15-18);NA
5097;UT7;UT7-2;Private;NA;17.12.2019 19:18;19;18.12.2019 07:41;7;11,53;12,37722222;Dec;Tuesday;early evening (18-21);Between 12 and 15 hours
5098;Bl2;Bl2-6;Private;NA;17.12.2019 19:26;19;19.12.2019 08:34;8;10,71;37,12972222;Dec;Tuesday;early evening (18-21);More than 18 hours
5099;MS1;MS1-1;Private;NA;17.12.2019 19:26;19;18.12.2019 06:51;6;4,13;11,42166667;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5100;NR1;NR1-3;Private;NA;17.12.2019 19:31;19;18.12.2019 08:22;8;22,16;12,84277778;Dec;Tuesday;early evening (18-21);Between 12 and 15 hours
5101;NR1;NR1-1;Private;NA;17.12.2019 19:38;19;18.12.2019 07:36;7;7,66;11,97611111;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5102;MS22;AsO4-2;Private;NA;17.12.2019 19:40;19;18.12.2019 06:24;6;4,99;10,73;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5103;Bl2;Share-25;Shared;Shared-6;17.12.2019 19:56;19;18.12.2019 06:39;6;45,05;10,71916667;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5104;Bl2;Share-28;Shared;Shared-7;17.12.2019 20:48;20;18.12.2019 06:41;6;20,84;9,88;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5105;Bl2;Bl2-5;Private;NA;17.12.2019 20:53;20;18.12.2019 07:51;7;9,76;10,97694444;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5106;Bl2;Bl2-8;Private;NA;17.12.2019 20:54;20;18.12.2019 07:21;7;18,16;10,43805556;Dec;Tuesday;early evening (18-21);Between 9 and 12 hours
5107;UT9;Share-36;Shared;Shared-11;17.12.2019 21:12;21;18.12.2019 01:16;1;8,94;4,069444444;Dec;Tuesday;late evening (21-midnight);Between 3 and 6 hours
5108;MS1;MS1-2;Private;NA;17.12.2019 21:20;21;18.12.2019 08:09;8;15,32;10,80777778;Dec;Tuesday;late evening (21-midnight);Between 9 and 12 hours
5109;AsO10;AsO10-1;Private;NA;17.12.2019 21:36;21;18.12.2019 08:34;8;7,8;10,96416667;Dec;Tuesday;late evening (21-midnight);Between 9 and 12 hours
5110;UT15;UT15-2;Private;NA;17.12.2019 21:49;21;18.12.2019 08:02;8;17,11;10,21222222;Dec;Tuesday;late evening (21-midnight);Between 9 and 12 hours
5111;UT7;UT7-1;Private;NA;17.12.2019 21:53;21;18.12.2019 07:26;7;24,52;9,555555556;Dec;Tuesday;late evening (21-midnight);Between 9 and 12 hours
5112;Bl2;Bl2-7;Private;NA;17.12.2019 22:23;22;18.12.2019 12:13;12;4,58;13,82027778;Dec;Tuesday;late evening (21-midnight);Between 12 and 15 hours
5113;AsO2;Share-20;Shared;Shared-5;17.12.2019 22:26;22;18.12.2019 10:26;10;9,55;11,98972222;Dec;Tuesday;late evening (21-midnight);Between 9 and 12 hours
5114;AdO1;AdO1-3;Private;NA;17.12.2019 22:40;22;18.12.2019 07:26;7;51,19;8,773611111;Dec;Tuesday;late evening (21-midnight);Between 6 and 9  hours
5115;Bl2;Bl2-1;Private;NA;18.12.2019 08:15;8;18.12.2019 15:55;15;20,24;7,663333333;Dec;Wednesday;early morning (6-9);Between 6 and 9  hours
5116;UT1;UT1-1;Private;NA;18.12.2019 10:20;10;18.12.2019 13:53;13;11,95;3,556944444;Dec;Wednesday;late morning (9-12);Between 3 and 6 hours
5117;AsO6;AsO6-1;Private;NA;18.12.2019 10:36;10;18.12.2019 13:46;13;4,54;3,167777778;Dec;Wednesday;late morning (9-12);Between 3 and 6 hours
5118;AdO1;AdO1-2;Private;NA;18.12.2019 10:45;10;18.12.2019 12:28;12;5;1,721111111;Dec;Wednesday;late morning (9-12);Less than 3 hours
5119;AdO3;AdO3-3;Private;NA;18.12.2019 11:09;11;19.12.2019 07:31;7;20,21;20,37444444;Dec;Wednesday;late morning (9-12);More than 18 hours
5120;Bl2;Bl2-3;Private;NA;18.12.2019 13:33;13;19.12.2019 07:59;7;15,15;18,435;Dec;Wednesday;early afternoon (12-15);More than 18 hours
5121;Bl2;Share-29;Shared;Shared-6;18.12.2019 13:39;13;18.12.2019 17:06;17;12,36;3,461111111;Dec;Wednesday;early afternoon (12-15);Between 3 and 6 hours
5122;MS1;Share-31;Shared;Shared-8;18.12.2019 14:21;14;18.12.2019 18:24;18;7,52;4,061111111;Dec;Wednesday;early afternoon (12-15);Between 3 and 6 hours
5123;AdA6;AdA6-1;Private;NA;18.12.2019 15:01;15;18.12.2019 16:52;16;1,12;1,842222222;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5124;NR1;NR1-1;Private;NA;18.12.2019 15:22;15;18.12.2019 17:36;17;7,86;2,224444444;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5125;MS1;MS1-2;Private;NA;18.12.2019 15:23;15;18.12.2019 17:02;17;5,9;1,653333333;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5126;MS22;MS22-1;Private;NA;18.12.2019 15:41;15;19.12.2019 06:59;6;50,57;15,3025;Dec;Wednesday;late afternoon (15-18);Between 15 and 18 hours
5127;UT7;UT7-2;Private;NA;18.12.2019 15:47;15;19.12.2019 07:33;7;7,86;15,76916667;Dec;Wednesday;late afternoon (15-18);Between 15 and 18 hours
5128;Bl2;Bl2-7;Private;NA;18.12.2019 15:53;15;19.12.2019 12:07;12;14,69;20,23;Dec;Wednesday;late afternoon (15-18);More than 18 hours
5129;AsO2;Share-5;Shared;Shared-5;18.12.2019 15:56;15;18.12.2019 21:04;21;38,47;5,125;Dec;Wednesday;late afternoon (15-18);Between 3 and 6 hours
5130;AsO10;AsO10-1;Private;NA;18.12.2019 16:06;16;18.12.2019 17:09;17;3,82;1,057777778;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5131;UT15;UT15-2;Private;NA;18.12.2019 16:14;16;19.12.2019 08:01;8;17,59;15,79583333;Dec;Wednesday;late afternoon (15-18);Between 15 and 18 hours
5132;MS22;AsO4-2;Private;NA;18.12.2019 16:29;16;18.12.2019 18:22;18;4,11;1,896111111;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5133;UT7;UT7-5;Private;NA;18.12.2019 16:33;16;18.12.2019 17:16;17;2,6;0,711388889;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5134;AsO4;AsO4-1;Private;NA;18.12.2019 16:35;16;18.12.2019 17:18;17;2,64;0,7175;Dec;Wednesday;late afternoon (15-18);Less than 3 hours
5135;AdA1;AdA1-1;Private;NA;18.12.2019 16:39;16;19.12.2019 06:44;6;4,24;14,07972222;Dec;Wednesday;late afternoon (15-18);Between 12 and 15 hours
5136;Bl2;Bl2-8;Private;NA;18.12.2019 17:09;17;18.12.2019 20:34;20;9,46;3,419722222;Dec;Wednesday;late afternoon (15-18);Between 3 and 6 hours
5137;Bl2;Bl2-5;Private;NA;18.12.2019 17:15;17;19.12.2019 08:00;8;9,03;14,75944444;Dec;Wednesday;late afternoon (15-18);Between 12 and 15 hours
5138;AdO1;AdO1-2;Private;NA;18.12.2019 17:39;17;19.12.2019 11:10;11;10,06;17,52916667;Dec;Wednesday;late afternoon (15-18);Between 15 and 18 hours
5139;NR1;NR1-1;Private;NA;18.12.2019 18:21;18;19.12.2019 07:00;7;5,44;12,64722222;Dec;Wednesday;early evening (18-21);Between 12 and 15 hours
5140;AsO2;AsO2-1;Private;NA;18.12.2019 18:24;18;19.12.2019 07:32;7;15,64;13,13027778;Dec;Wednesday;early evening (18-21);Between 12 and 15 hours
5141;Bl2;Share-8;Shared;Shared-6;18.12.2019 18:40;18;18.12.2019 23:56;23;19,65;5,260833333;Dec;Wednesday;early evening (18-21);Between 3 and 6 hours
5142;MS1;MS1-2;Private;NA;18.12.2019 18:53;18;19.12.2019 07:24;7;5,46;12,51888889;Dec;Wednesday;early evening (18-21);Between 12 and 15 hours
5143;AdA6;AdA6-1;Private;NA;18.12.2019 19:14;19;19.12.2019 07:59;7;8,57;12,75722222;Dec;Wednesday;early evening (18-21);Between 12 and 15 hours
5144;UT9;Share-12;Shared;Shared-12;18.12.2019 19:30;19;NA;NA;17,76;NA;Dec;Wednesday;early evening (18-21);NA
5145;UT7;UT7-5;Private;NA;18.12.2019 19:36;19;19.12.2019 08:00;8;9,23;12,39;Dec;Wednesday;early evening (18-21);Between 12 and 15 hours
5146;SR14;SR14-2;Private;NA;18.12.2019 19:45;19;19.12.2019 07:34;7;58,3;11,81555556;Dec;Wednesday;early evening (18-21);Between 9 and 12 hours
5147;NR1;NR1-2;Private;NA;18.12.2019 19:47;19;19.12.2019 06:51;6;9,44;11,07333333;Dec;Wednesday;early evening (18-21);Between 9 and 12 hours
5148;AsO6;AsO6-1;Private;NA;18.12.2019 19:48;19;19.12.2019 07:16;7;7,03;11,46555556;Dec;Wednesday;early evening (18-21);Between 9 and 12 hours
5149;AsO4;AsO4-1;Private;NA;18.12.2019 19:49;19;19.12.2019 07:30;7;11,61;11,68194444;Dec;Wednesday;early evening (18-21);Between 9 and 12 hours
5150;MS1;MS1-1;Private;NA;18.12.2019 20:29;20;19.12.2019 16:11;16;3,28;19,71111111;Dec;Wednesday;early evening (18-21);More than 18 hours
5151;AsO10;AsO10-1;Private;NA;18.12.2019 20:42;20;19.12.2019 07:11;7;6,35;10,48027778;Dec;Wednesday;early evening (18-21);Between 9 and 12 hours
5152;MS22;AsO4-2;Private;NA;18.12.2019 21:07;21;19.12.2019 06:26;6;4,54;9,323333333;Dec;Wednesday;late evening (21-midnight);Between 9 and 12 hours
5153;UT1;UT1-1;Private;NA;18.12.2019 21:17;21;19.12.2019 12:48;12;8,3;15,51611111;Dec;Wednesday;late evening (21-midnight);Between 15 and 18 hours
5154;AdO1;AdO1-3;Private;NA;18.12.2019 21:21;21;19.12.2019 09:16;9;25,22;11,92305556;Dec;Wednesday;late evening (21-midnight);Between 9 and 12 hours
5155;AdO1;AdO1-1;Private;NA;18.12.2019 21:29;21;19.12.2019 06:33;6;19,19;9,074166667;Dec;Wednesday;late evening (21-midnight);Between 9 and 12 hours
5156;Bl2;Bl2-4;Private;NA;18.12.2019 22:17;22;19.12.2019 12:29;12;27,08;14,20638889;Dec;Wednesday;late evening (21-midnight);Between 12 and 15 hours
5157;Bl2;Bl2-2;Private;NA;18.12.2019 22:58;22;19.12.2019 08:42;8;17,8;9,733611111;Dec;Wednesday;late evening (21-midnight);Between 9 and 12 hours
5158;Bl2;Bl2-8;Private;NA;18.12.2019 23:38;23;19.12.2019 06:37;6;3,6;6,991388889;Dec;Wednesday;late evening (21-midnight);Between 6 and 9  hours
5159;AsO8;AsO8-3;Private;NA;19.12.2019 08:28;8;19.12.2019 15:40;15;17,34;7,193055556;Dec;Thursday;early morning (6-9);Between 6 and 9  hours
5160;AsO8;AsO8-4;Private;NA;19.12.2019 10:42;10;19.12.2019 12:52;12;6,61;2,154166667;Dec;Thursday;late morning (9-12);Less than 3 hours
5161;NR1;NR1-1;Private;NA;19.12.2019 12:53;12;19.12.2019 18:22;18;6,49;5,4775;Dec;Thursday;early afternoon (12-15);Between 3 and 6 hours
5162;Bl2;Bl2-7;Private;NA;19.12.2019 14:15;14;20.12.2019 09:05;9;2,52;18,8325;Dec;Thursday;early afternoon (12-15);More than 18 hours
5163;MS1;Share-31;Shared;Shared-8;19.12.2019 14:38;14;19.12.2019 17:53;17;5,98;3,237777778;Dec;Thursday;early afternoon (12-15);Between 3 and 6 hours
5164;AsO8;AsO8-4;Private;NA;19.12.2019 15:23;15;19.12.2019 19:19;19;5,81;3,940555556;Dec;Thursday;late afternoon (15-18);Between 3 and 6 hours
5165;AdA1;AdA1-1;Private;NA;19.12.2019 15:30;15;19.12.2019 22:16;22;22,06;6,773888889;Dec;Thursday;late afternoon (15-18);Between 6 and 9  hours
5166;AsO10;AsO10-1;Private;NA;19.12.2019 15:45;15;19.12.2019 19:13;19;4,36;3,465277778;Dec;Thursday;late afternoon (15-18);Between 3 and 6 hours
5167;AdA6;AdA6-1;Private;NA;19.12.2019 15:50;15;NA;NA;5,62;NA;Dec;Thursday;late afternoon (15-18);NA
5168;UT7;UT7-2;Private;NA;19.12.2019 15:54;15;19.12.2019 17:18;17;6,83;1,388333333;Dec;Thursday;late afternoon (15-18);Less than 3 hours
5169;MS22;AsO4-2;Private;NA;19.12.2019 15:56;15;19.12.2019 17:14;17;3,67;1,308333333;Dec;Thursday;late afternoon (15-18);Less than 3 hours
5170;UT7;UT7-1;Private;NA;19.12.2019 16:08;16;NA;NA;4,91;NA;Dec;Thursday;late afternoon (15-18);NA
5171;Bl2;Bl2-3;Private;NA;19.12.2019 16:14;16;19.12.2019 21:50;21;14,57;5,593055556;Dec;Thursday;late afternoon (15-18);Between 3 and 6 hours
5172;Bl2;Bl2-5;Private;NA;19.12.2019 16:19;16;19.12.2019 17:41;17;4,84;1,356666667;Dec;Thursday;late afternoon (15-18);Less than 3 hours
5173;SR2;SR2-3;Private;NA;19.12.2019 16:23;16;NA;NA;24,36;NA;Dec;Thursday;late afternoon (15-18);NA
5174;AsO4;AsO4-1;Private;NA;19.12.2019 16:37;16;19.12.2019 19:30;19;9,03;2,879722222;Dec;Thursday;late afternoon (15-18);Less than 3 hours
5175;Ris;Ris-2;Private;NA;19.12.2019 16:50;16;19.12.2019 17:24;17;1,74;0,571666667;Dec;Thursday;late afternoon (15-18);Less than 3 hours
5176;AsO2;AsO2-1;Private;NA;19.12.2019 16:52;16;20.12.2019 07:18;7;13,53;14,43972222;Dec;Thursday;late afternoon (15-18);Between 12 and 15 hours
5177;Ris;Ris-2;Private;NA;19.12.2019 17:26;17;19.12.2019 17:51;17;1,27;0,420277778;Dec;Thursday;late afternoon (15-18);Less than 3 hours
5178;NR1;NR1-2;Private;NA;19.12.2019 17:29;17;20.12.2019 06:44;6;2,76;13,24833333;Dec;Thursday;late afternoon (15-18);Between 12 and 15 hours
5179;MS1;MS1-1;Private;NA;19.12.2019 17:58;17;20.12.2019 12:42;12;2,96;18,72527778;Dec;Thursday;late afternoon (15-18);More than 18 hours
5180;MS1;MS1-2;Private;NA;19.12.2019 18:17;18;19.12.2019 19:30;19;4,4;1,208055556;Dec;Thursday;early evening (18-21);Less than 3 hours
5181;AsO6;AsO6-1;Private;NA;19.12.2019 18:41;18;20.12.2019 13:55;13;6,98;19,235;Dec;Thursday;early evening (18-21);More than 18 hours
5182;SR2;SR2-2;Private;NA;19.12.2019 18:46;18;20.12.2019 10:16;10;6,08;15,4925;Dec;Thursday;early evening (18-21);Between 15 and 18 hours
5183;Bl2;Bl2-5;Private;NA;19.12.2019 18:50;18;19.12.2019 22:10;22;11,95;3,339444444;Dec;Thursday;early evening (18-21);Between 3 and 6 hours
5184;Bl2;Bl2-8;Private;NA;19.12.2019 18:51;18;20.12.2019 07:14;7;19,6;12,38305556;Dec;Thursday;early evening (18-21);Between 12 and 15 hours
5185;Ris;Ris-2;Private;NA;19.12.2019 19:02;19;20.12.2019 06:53;6;37,97;11,85638889;Dec;Thursday;early evening (18-21);Between 9 and 12 hours
5186;Bl2;Share-25;Shared;Shared-7;19.12.2019 19:13;19;20.12.2019 06:31;6;41,56;11,29305556;Dec;Thursday;early evening (18-21);Between 9 and 12 hours
5187;UT15;UT15-2;Private;NA;19.12.2019 19:29;19;NA;NA;12,36;NA;Dec;Thursday;early evening (18-21);NA
5188;UT7;UT7-2;Private;NA;19.12.2019 19:39;19;NA;NA;10,74;NA;Dec;Thursday;early evening (18-21);NA
5189;AsO2;Share-22;Shared;Shared-5;19.12.2019 19:41;19;19.12.2019 21:34;21;9,24;1,890277778;Dec;Thursday;early evening (18-21);Less than 3 hours
5190;MS22;AsO4-2;Private;NA;19.12.2019 19:56;19;20.12.2019 06:31;6;11,49;10,57944444;Dec;Thursday;early evening (18-21);Between 9 and 12 hours
5191;NR1;NR1-1;Private;NA;19.12.2019 20:09;20;NA;NA;6,23;NA;Dec;Thursday;early evening (18-21);NA
5192;UT9;Share-36;Shared;Shared-12;19.12.2019 20:40;20;20.12.2019 00:31;0;8,24;3,838611111;Dec;Thursday;early evening (18-21);Between 3 and 6 hours
5193;AsO8;AsO8-4;Private;NA;19.12.2019 20:50;20;20.12.2019 09:43;9;5,23;12,88055556;Dec;Thursday;early evening (18-21);Between 12 and 15 hours
5194;MS22;MS22-1;Private;NA;19.12.2019 20:55;20;20.12.2019 06:59;6;52,14;10,05833333;Dec;Thursday;early evening (18-21);Between 9 and 12 hours
5195;AsO4;AsO4-1;Private;NA;19.12.2019 20:56;20;20.12.2019 08:31;8;5,28;11,58666667;Dec;Thursday;early evening (18-21);Between 9 and 12 hours
5196;AsO10;AsO10-1;Private;NA;19.12.2019 21:01;21;20.12.2019 12:24;12;5,84;15,39527778;Dec;Thursday;late evening (21-midnight);Between 15 and 18 hours
5197;AsO10;AsO10-4;Private;NA;19.12.2019 21:50;21;20.12.2019 07:20;7;15,7;9,4875;Dec;Thursday;late evening (21-midnight);Between 9 and 12 hours
5198;SR2;SR2-1;Private;NA;19.12.2019 21:51;21;21.12.2019 07:19;7;9,51;33,45444444;Dec;Thursday;late evening (21-midnight);More than 18 hours
5199;UT1;UT1-1;Private;NA;19.12.2019 21:56;21;NA;NA;6,88;NA;Dec;Thursday;late evening (21-midnight);NA
5200;UT9;Share-15;Shared;Shared-11;19.12.2019 21:58;21;NA;NA;47,8;NA;Dec;Thursday;late evening (21-midnight);NA
5201;AdO3;Share-16;Shared;Shared-3;19.12.2019 22:06;22;20.12.2019 11:18;11;53,45;13,1975;Dec;Thursday;late evening (21-midnight);Between 12 and 15 hours
5202;Bl2;Bl2-5;Private;NA;19.12.2019 22:26;22;20.12.2019 08:59;8;5,57;10,55472222;Dec;Thursday;late evening (21-midnight);Between 9 and 12 hours
5203;Bl2;Bl2-3;Private;NA;19.12.2019 23:16;23;20.12.2019 08:10;8;14,88;8,904722222;Dec;Thursday;late evening (21-midnight);Between 6 and 9  hours
5204;UT15;UT15-2;Private;NA;20.12.2019 08:37;8;20.12.2019 15:27;15;4,19;6,818333333;Dec;Friday;early morning (6-9);Between 6 and 9  hours
5205;Bl2;Bl2-5;Private;NA;20.12.2019 09:11;9;20.12.2019 16:56;16;1,84;7,747222222;Dec;Friday;late morning (9-12);Between 6 and 9  hours
5206;UT1;UT1-2;Private;NA;20.12.2019 09:58;9;20.12.2019 15:19;15;34,57;5,361666667;Dec;Friday;late morning (9-12);Between 3 and 6 hours
5207;Ris;Ris-1;Private;NA;20.12.2019 11:14;11;20.12.2019 11:15;11;0,02;0,010833333;Dec;Friday;late morning (9-12);Less than 3 hours
5208;Bl2;Bl2-1;Private;NA;20.12.2019 11:27;11;20.12.2019 14:34;14;10,6;3,115277778;Dec;Friday;late morning (9-12);Between 3 and 6 hours
5209;Ris;Ris-1;Private;NA;20.12.2019 11:29;11;20.12.2019 13:01;13;5,33;1,533888889;Dec;Friday;late morning (9-12);Less than 3 hours
5210;UT7;UT7-3;Private;NA;20.12.2019 11:32;11;20.12.2019 17:12;17;11,72;5,675277778;Dec;Friday;late morning (9-12);Between 3 and 6 hours
